Herbacées
"FAMILLE","GENRE","ESPECE","SOUS_ESPECE","CULTIVAR","VARIETE","NOM_FR","DOCUMENTATION","REPARTITION","NO_INTRO","DATE_PLANTATION","PROVENANCE","LOC_CARRE_SERRE","ECOLOGIE","SYNO_INTRO","FAUX_INTRO"
"Ranunculaceae","Aquilegia","chrysantha  A.Gray","","","","","","Amérique du Nord","05-2255s","28/03/2008","JB.Graz (Autriche)","C3 - Am-du Nord","","",""
"Ranunculaceae","Aquilegia","chrysantha  A.Gray","","","chaplinei Lott","","","Amérique du Nord","06-343s","28/03/2008","J.Alp.U.Insbruck (Autriche)","C3 - Am-du Nord","","",""
"Ranuculaceae","Aquilegia","einseleana F.W.Schultz.","","","","","","Alpes. Allemagne, Suisse,  Italie.","05-2256s","06/11/2006","JB.Graz (Autriche)","B3 - Alpes Calcaires","Soleil très sec","",""
"Renonculaceae","Aquilegia","einseleana F.W.Schultz.","","","","","","Alpes. Allemagne, Suisse,  Italie.","98-1699s","26/04/2001","JB.Zagreb (Croatie)","B3 - Alpes Calcaires","Soleil très sec","",""
"Ranunculaceae","Aquilegia","flabellata","","","pumila Kudo","","","Japon","07-1627s","02/03/2009","JB.Hokkaido (Japon)","D3A - Chine, Japon","","",""
"Renonculaceae","Aquilegia","flabellata Siebold & zucc","","","pumila Kudo","","","Japon","94-4968s","12/05/1998","JB.Hiroshima (Japon)","D1 - Chine, Japon","","",""
"Ranunculaceae","Aquilegia","formosa Fisch.","","","","","","Amérique du Nord-Ouest","01-54s*","21/03/2003","JBU.Berkeley (USA)","C4 - Am-du Nord","","",""
"Ranunculaceae","Aquilegia","nevadensis Boiss et Reuter.","","","","Ancolie","","Sud de l'Espagne","98-366s*","26/04/2001","JB.Olomouc (République Tchèque)"," - ","terre vegetale; sol leger; mi-ombre","",""
"Caryophyllaceae","Aquilegia","nevadensis Boiss.","","","","","","Sud de l'Espagne","08-760s","02/03/2009","JB.Leipzig (Allemagne)","C3 - Péninsule Ibérique","sol légé-mi ombre","",""
"Renonculaceae","Aquilegia","nigricans Baung.","","","","","","Centre et Sud-Est d' Europe (Balkans)","98-1386s","26/04/2001","J.Alp.U.Insbruck (Autriche)"," - ","Soleil très sec","",""
"Ranunculaceae","Aquilegia","ottonis Orph.","","","","","","Grèce","02-1745s","27/03/2006","JB.Göteborg (Suède)","B9 - Carpates-Balkans","","",""
"Ranunculaceae","Aquilegia","parviflora Ledeb.","","","","","","Siberie","08-936s","02/03/2009","JB.Kiel (Allemagne)","D1 - Chine, Japon","","",""
"Ranunculaceae","Aquilegia","pyrenaica DC.","","","","","","Pyrén. Appenin","07-926s","28/03/2008","JB.Graz (Autriche)","E2 - Apennins","","",""
"Renonculaceae","Aquilegia","transsivanica Schur.","","","","","","Carpathe","90-1895s","","JB.Royal Zoological (Rotterdam)","C9 - Carpates-Balkans","","",""
"Ranunculaceae","Aquilegia","viridiflora Pall.","","","","","","Sibérie","07-829s","28/03/2008","JB.Michigan (USA)","B6 - Caucase","","",""
"Brassicaceae","Arabis","soyeri Reut. & Huet","jacquinii","","","","","","97-1088s","","JB.Akureyri (Islande)","B3 - Alpes Calcaires","","",""
"Araliaceae","Aralia","californica S. Wats.","","","","","","Californie","96-2887s*","12/05/1998","JBU.Berkeley (USA)","C6 - ","","",""
"Araliaceae","Aralia","californica S. Wats.","","","","","","Californie","88-2313s*","","JBU.Berkeley (USA)","C6 - ","","",""
"Aristolochiaceae","Aristolochia","durior Hill.","","","","","","Amérique boréale","86-3530s","","JB.Arboretum der Stadt Linz (Autriche)","A10 - ","","",""
"Plumbaginaceae","Armeria","alliacea Hoffamanns.& Link","","","","","","O-Europe","02-81s*","08/03/2004","J.Alp.U.Lautaret (Grenoble)","B3 - Alpes Calcaires","Pelouses sèches surtout en montagne","arenaria Shultes",""
"Plumbaginaceae","Armeria","alpina Willd.","","","","","","Europe","05-1852s","06/11/2006","JB.Bern (Suisse)","B3 - Alpes Calcaires","","",""
"Plumbaginaceae","Armeria","maritima Willd.","","","","","","Hautes montagnes depuis l' Espagne jusqu'à l' Ouest des Carpathes et de la péninsule des Balkans","02-1181s","08/03/2004","JB.Chemnitz (Allemagne)","B4 - Pyrénées Calcaires","","pubinervis Boiss.",""
"Plumbaginaceae","Armeria","maritima Willd.","andina D.M.Moore et H.O.Yates","","","","","Argentine, Chili","07-416s","28/03/2008","JB.Munich (Allemagne)","E2 - Andes","","",""
"Plumbaginaceae","Armeria","maritima Willd.","halleri","","","","","","96-847s*","","JB.Wuppertal (Allemagne)","A9 - Alpes siliceuses","","",""
"Plumbaginaceae","Armeria","maritima Willd.","alpina P.Silva","","","","","Carpates, Balkans","10.474s","29/03/2011","J. alpin Viotte, Trento (Italie)","C8 - Carpates-Balkans","","",""
"Plumbaginaceae","Armeria","maritima Willd.","","","","","","Europe","92-117s","","JB.Pruhonice (Rep.Tchèque)"," - ","","","vulgaris"
"Plumbaginaceae","Armeria","nebrodensis Guss.","","","","","","Italie","96-798s","12/05/1998","JB.Regensburg (Allemagne)","E2 - Apennins","","",""
"Plumbaginaceae","Armeria","pungens Hooffmgg. & Link","","","","","","S-Portugal et SO-Espagne; Corse et Sardaigne","94-2732s","","JB.St.Andrews (Ecosse)","C3 - Péninsule Ibérique","","",""
"Asteraceae","Arnica","chamissonis Less.","","","","","","Amérique boréale","00-666s","08/03/2004","JBU.Friedrich-Jena (Allemagne)","C4 - Am-du Nord","","",""
"Asteraceae","Artemisia","arborescens L.","","","","","","Région Méditerranéenne","93-247p","","Madame Augustin","C3 - Péninsule Ibérique","","",""
"Asteraceae","Artemisia","ludoviciana Nutt.","candicans Keck.","","","","","Amerique","07-1720s","02/03/2009","Universitée de Lublin (Pologne)","C6 - Am-du Nord","","",""
"Asteraceae","Artemisia","montana  Schlecht. ex Ledeb","","","","","","Rég.temp.bor","06-1486s","28/03/2008","JB.Ibaraki (Japon)","D3C - Japon","","",""
"Rosaceae","Aruncus","dioicus Fernald","","","","","","Circumboréale dont: Alpes, Pyrénées","05-293s","27/03/2006","J.Alp.""Viotté"" Trento (Italie)","B4 - Pyrénées Calcaires","","",""
"Rosaceae","Aruncus","vulgaris Rafin.","","","","","","Région boréale tempérée","84-214sA","","JB.Bratislava (Slovakie)","G2 - Australie","","Spiraea aruncus",""
"Aristolochiaceae","Asarum","europaeum L.","","","","","","Europe; Asie Minor; Sibérie","86-3937p","","Ets.Lepage","C7 - Pyrénées siliceuses","","",""
"Asclepiadaceae","Asclepias","tuberosa L.","interior Woodson","","","","","Amérique du Nord","06-471s","28/03/2008","JB.Weinheim (Allemagne)","C3 - Am-du Nord","","",""
"Liliaceae","Asparagus","densiflorus Kunth.","","meyeri","","","","Obtention horticole","77-20p","","Fleuriste Municipale","A9 - Alpes siliceuses","","","espèce""meyeri"
"Liliaceae","Asparagus","verticillatus L.","","","","","","SE-Europe","85-1161s*","","JB.Yalta (Ukraine)","A10 - ","","",""
"Liliaceae","Asperula","glauca Bess.","","","","","","","97-144s*","","JB.Dijon (France)","B3 - Alpes Calcaires","","",""
"Liliaceae","Asphadeline","fistulosus L.","","","","","","Région méditerranéenne et SO-Europe","03-1560p*","08/03/2004","Mr.Figureau C.","B4 - Pyrénées Calcaires","Bords de routes, terrains cultivés et secs, endroits sableux ou rocheux.","",""
"Asphodelaceae","Asphodeline","brevicaulis J.Gay","","","","","","Asie min.      Mesopotamie","08-1133s*","13/10/2010","JB. Jerusalem (Israel)","C5 - Asie Mineure","","",""
"","Asphodeline","liburnica Reichb.","","","","","","Europe australe","02-1756s*","27/03/2006","JB.Göteborg (Suède)","B3 - Alpes Calcaires","","",""
"Liliaceae","Asphodeline","liburnica Reichb.","","","","","","Europe australe","96-1521s*","","JBU.Hongrie","E2 - Apennins","","",""
"Liliaceae-Asphodelaceae","Asphodelus","aestivus Brigant","","","=Asphodeline liburnica","","","Europe méridionale ?","05-48s*","27/03/2006","JB.Trieste (Italie)","B3 - Alpes Calcaires","","",""
"Liliaceae","Asphodelus","cerasiferus J.Gay.","","","","","","Méditerranée occidentale","95-2413s*","12/05/1998","JB.Barcelone (Espagne)","C3 - Péninsule Ibérique","","",""
"Liliaceae","Asphodelus","fistulosus L.","","","","","","Méditerranée","96-2256s","12/05/1998","Arboretum Trsteno (Croatie)","C3 - Péninsule Ibérique","","",""
"Liliaceae-Asphodelaceae","Asphodelus","microcarpus Reichb","","","","","","Reg. Mediterr.; Ins. Canar","02-447s*","27/03/2006","","C3 - Péninsule Ibérique","","",""
"Liliaceae-Asphodelaceae","Asphodelus","ramosus L.","","","","","","Europe australe","01-1241s*","27/03/2006","JBU.Athens (Panepistimiopolis)","B3 - Alpes Calcaires","","",""
"Liliaceae","Aspidistra","elatior Blume.","","Variegata","","","","Obtention horticole","75-27p","","Ets.Horticoles Camus","D1 - ","","",""
"Liliaceae","Aspidistra","elatior Blume.","","","","","","Japon","Anc.coll.","","","D1 - Chine, Japon","","",""
"Liliaceae","Aspidistra","elatior Blume.","","","","","","Japon","Anc.coll.","","","E1 - Himalaya","","",""
"","Aspidium","magellanicum","","","","","","","anc.coll.","","","B1 - ","","",""
"Asteraceae","Aster","ageratoides Turcz.","","","","","","Japon-Chine","08-943s*","02/03/2009","JB.Vladivostok (Russie)","D3D - Chine, Japon","","",""
"Asteraceae","Aster","amellus L.","","","","","","Alpes","08-1022s","02/03/2009","JB.Bremen (Allemagne)","B3 - Alpes Calcaires","","",""
"Asteraceae","Aster","diplostephioides Benth. & Hook.f.","","","","","","Himalaya","07-1723s","13/10/2010","Univ.Marie Curie Lublin (Pologne)","E1 - Himalaya","","",""
"Asteraceae","Aster","foliaceus Lindl.","","","","","","Amerique Nord","08-541s","13/10/2010","JB. Utrecht (Pays-Bas)","C4 - Amérique du Nord","","",""
"Asteraceae","Aster","linosyris Bernth.","","","","","","Europe","98-359s","","JBU.Olomouc (Républic Tchèque","B3 - Alpes Calcaires","","",""
"Asteraceae","Aster","macrophyllus L.","","","","","","C-Europe.; et N-Amérique","90-2915s","","Réserve Bowman's Hill (U.S.A.)","C4 - Am-du Nord","","",""
"Asteraceae","Aster","puniceus L.","","","","","","C-Europe.; Amérique boréale","90-2918sbis","","Réserve Bowman's Hill (U.S.A.)","C4 - Am-du Nord","","",""
"Asteraceae","Aster","souliei Franch.","","","","","","Chine","10.484s","29/03/2011","J.B. Marie Curie, Lublin (Pologne)","D3A - Chine, Japon","","",""
"Asteraceae","Aster","sp.","","","","","","","03-1561p*","08/03/2004","Mr.Figureau C.","B4 - Pyrénées Calcaires","","",""
"Asteraceae","Aster","tataricus L.F.","","","","","","Sibérie","06-1197s","28/03/2008","JB.Kyoto (Japon)","B4 - Caucase","","",""
"Asteraceae","Aster","yunnanensis Franch.","","","","","","Chine","92-1162s","","JB.Lausanne (Suisse)","D2 - Chine, Japon","","",""
"Saxifragaceae","Astilbe","chinensis Franch. & Sav.","","","davidii Franch.","","","Chine; Japon","07-423s","28/03/2008","JB.Munich (Allemagne)","D1 - Japon","","",""
"Rosaceae","Astilbe","thunbergii Miq.","","","thunbergii","","","Japon","05-03s*","06/11/2006","JB.Hiroshima (Japon)","D1 - Chine, Japon","","",""
"Fabaceae","Astragalus","alpinus L.","","","","","","Norvège","05-2321s*","06/11/2006","JB.Oslo (Norvège)","B3 - Alpes Calcaires","","",""
"Apiaceae","Astrantia","major L .","","","","","","Alpes, Caucase","92-574s*","","JBU.Fribourg (Suisse)","B3 - Alpes Calcaires","","",""
"Apiaceae","Astrantia","major L.","","","","","","Europe, Reg. Caucas.","04-242s*","27/03/2006","J.Alp.U.Insbruck (Autriche)","B4 - Pyrénées Calcaires","","",""
"Apiaceae","Astrantia","major L.","","","","","","Europe du Sud","00-685s","08/03/2004","JBU.Fribourg (Suisse)","B3 - Alpes Calcaires","Pelouses alpines, bois clairs, préférence calcaire","",""
"Campanulaceae","Asyneuma","canescens Griseb.et Schenk.","","","","","","Sud-Ouest Europe","96-2685s","26/04/2001","JB.Nantes","C3 - Péninsule Ibérique","Terre végétale; sol leger; mi-ombre","",""
"Campanulaceae","Asyneuma","limonifolium Janchen","","","","","","Balkans","08-486s","02/03/2009","JB.Göteborg (Suède)","B9 - Carpates-Balkans","Calcaire","",""
"Brassicaceae","Aubrieta","deltoidea  DC.","","","","","","Italie; Grèce; AS.Min","05-154s","28/03/2008","JB.Berlin (Allemagne)","B3 - Alpes calcaires","","",""
"Brassicaceae","Aubrieta","deltoidea DC.","","","","","","Italie, Grèce, Liban, Iran","03-642s","27/03/2006","JB.Göteborg (Suède)","E2 - Apennins","","",""
"Brassicaceae","Aubrieta","deltoides (L.) DC.","","","macedonica","","","","10.490s","29/03/2011","","C8 - Carpates-Balkans","","",""
"Brassicaceae","Aubrieta","gracilis Spruner","","","","","","Moitié  Sud des Balkans","02-1746s","27/03/2006","JB.Göteborg (Suède)","C9 - Carpates-Balkans","","",""
"Brassicaceae","Aubrieta","intermedia Heldr. & Orph.","","","","","","Balkan","96-834s*","21/04/1998","JB.Wuppertal (Allemagne)","B1 - ","","",""
"Brassicaceae","Aubrieta","intermedia Heldr. & Orph.","","","","","","Balkan","96-834s*","12/05/1998","JB.Wuppertal (Allemagne)","B1 - ","","",""
"Fabaceae","Baptisia","australis R.Br.","","","","","","Amérique boréale","88-892s","","JB.Framingham (USA)","C4 - Am-du Nord","","",""
"Iridaceae","Belamcanda","chinensis DC.","","","","","","Chine, Japon","10.359","29/03/2011","J.B Nitra (Slovaquie)","D1 - Chine, Japon","","",""
"Hyacinthaceae","Bellevalia","romana Rchb.","","","","","","Europe med., S.W. France","10.552s","29/03/2011","J.B. Lyon (France)","C3 - Péninsule Ibérique","","",""
"Saxifragaceae","Bergenia","crassifolia Fritsch","","","","","","Japon?","03-2090s*","27/03/2006","JB.Uppsala (Suède)","D1 - Chine, Japon","","",""
"Crassulaceae","Bergenia","crassifolia Fritsch","","","","","","Japon","04-1001s","06/11/2006","JB.Yakut (Russie)","D1 - Chine, Japon","","",""
"Saxifragaceae","Bergenia","crassifolia Fritsch.","","","","","","Sibérie","Anc.coll.","","","A10 - ","","Saxifraga crassifolia",""
"Saxifragaceae","Bergenia","crassifolia Fritsch.","","","","","","Sibérie","Anc.coll.","","","D1 - Chine, Japon","","Saxifraga crassifolia",""
"Fabaceae","Bituminaria","bituminosa E.H. Stirton","","","","","","Région médit.","04-999s*","27/03/2006","JB.""Michele Tenor"" Lama dei Peligni","B4 - Pyrénées Calcaires","","",""
"Fabaceae","Bituminaria","bituminosa E.H. Stirton","","","","","","Région médit.","05-1865s","06/11/2006","JB.Lausanne (Suisse)","B4 - Pyrénées Calcaires","","Psoralea bituminosa",""
"Urticaceae","Boehemeria","cylindrica","","","","","","","87-1388s","","JB.Fast Lansing (U.S.A.)","A9 - Alpes siliceuses","","",""
"Saxifragaceae","Boykinia","rotundifolia Parry","","","","Lathrée","","Californie","86-1617s","","J.Alp.Meyrin (Suisse)"," - ","","",""
"Hyacinthaceae","Brimeura","amethystina Chouad","","","","","","Esp.; Pyrénées-Croatie","07-1872s","28/03/2008","JB.Wurzburg (Allemagne)","C3 - Péninsule Ibérique","","",""
"Poaceae","Briza","media L.","media","","","","","Régions tempérées d' Europe et d' Asie","01-106s","21/03/2003","JBU.Berlin Dahlem (Allemagne)","B3 - Alpes Calcaires","Pelouses fraîches, pannes dunaires (calcicole)","Briza media",""
"Poaceae","Briza","subaristata Lam.","","","","","","Amérique du Sud (Brazil: BrazilWestern South America: BoliviaSouthern South America: Argentina; Chile; Paraguay; Uruguay)","06-548s","","JB.Olomouc (Rep. Tchèque) - : issu de sauvage, ex. Chili","E2 - Chili","","",""
"Asphodelaceae","Bulbine","narcissifolia Salm-Dyck","","","","","","Afr.Australe","07-436s","28/03/2008","JB.Munich (Allemagne)","G1 - Australie","","",""
"Asteraceae","Buphtalmum","salicifolium L.","","","","","","Europe australe","96-439s*","12/05/1998","JB.Graz (Autriche)","B3 - Alpes Calcaires","","",""
"Asteraceae","Buphtalmum","salicifolium L.","","","","","","Montagnes du Sud de l' Europe","02-178s*","08/03/2004","JBU.Besançon (France)","B4 - Pyrénées Calcaires","Bois, rocailles, marécages, calcaires (500-2000m)","",""
"Portulaceae","Calendrinia","grandiflora Lindl.","","","","","","Chili","10.81s","29/03/2011","Direction de l'Amgt et des Esp. Publics, Amiens (France)","G1 - Australie","","",""
"Renonculaceae","Caltha","palustris L.","","","","","","Région boréale et tempérée et arctique","86-3865p","","Ets.Lepage","G1 - ","","",""
"Renonculaceae","Caltha","palustris L.","","","","","","Région boréale et tempérée et arctique","86-3865p","","Ets.Lepage","G2 - Australie","","",""
"Liliaceae","Camassia","quamash Greene","","","quamash","","","USA","03-1452s*","28/03/2008","JB.Washington (USA)","C3 - Am-du Nord","","",""
"Campanulaceae","Campanula","alaskana Leichtlin","","","","","","?","90-2297s","","JBU.Vancouver (Canada)","C4 - Am-du Nord","","",""
"Campanulaceae","Campanula","barbata  L.","","","","","","Europ.","06-1650s","28/03/2008","JB.Bern (Suisse)","B3 - Alpes calcaires","","",""
"Campanulaceae","Campanula","carpatika Karl Foerster","","","turbinata","","","Carpates","08-487s","13/10/2010","JB. Göteborg (Suède)","C8 - Carpathes    Balkans","","",""
"Campanulaceae","Campanula","celsii A.DC","celsii","","","","","Grêce","05-1881s","06/11/2006","JB.Jean Michel Spas (France)","E2 - Apennins","","",""
"Campanulaceae","Campanula","cochlearifolia Lam.","","","","","","Pyrénées, Alpes, Carpathes","02-1121s","08/03/2004","JB.St Gallen","B3 - Alpes Calcaires","Rochers, éboulis, sols rocailleux, plutôt calcaires","",""
"Campanulaceae","Campanula","fenestrellata Feer.","","","","","","Litt. Austriac","03-1416s","27/03/2006","JB.et Museum de Berolino-Dahlem (Allemagne)","C9 - Carpates-Balkans","","",""
"Campanulaceae","Campanula","foliosa  Ten.","","","","","","Italie","06-1378s*","28/03/2008","JB.L'Aquilla (Italie)","B3 - Alpes calcaires","","",""
"Campanulaceae","Campanula","garganica Tenore","","","","","","Italie, Grèce","03-1415s","27/03/2006","JB.et Museum de Berolino-Dahlem (Allemagne)","E2 - Apennins","","",""
"Campanulaceae","Campanula","grossekii Heuff.","","","","","","Hongrie","03-1414s","27/03/2006","JBU.Göethe de Frankfürt am Main (Allemagne)","C8 - Carpates-Balkans","","",""
"Campanulaceae","Campanula","incurva Aucher.","","","","","","Grèce","92-1164s","","JB.Lausanne (Suisse)","C9 - ","","leutweinii",""
"Campanulaceae","Campanula","lanata Frivald.","","","","","","Ouest et C-Bulgarie.; SE-Yugoslavie","87-638s","","Grugapark Essen (Allemagne)","A10 - ","","",""
"Campanulaceae","Campanula","latifolia L.","","","","","","Europe.; SO-Méditerranée","89-163s","","JBU.Sheffied (Angleterre)","B3 - Alpes Calcaires","","",""
"Campanulaceae","Campanula","lingulata W.Kit.","","","","","","Balkans","08-1038s*","02/03/2009","JB.Zagreb (Croatie)","C8 - Carpates-Balkans","","",""
"Campanulaceae","Campanula","nana Lam.","","","","","","Europe","90-1875s","","JB.Royal Zoological (Rotterdam)","B3 - Alpes Calcaires","","",""
"Campanulaceae","Campanula","patula L.","costae  Fed.","","","","","Europ.","06-1607s*","28/03/2008","JB.Cogne (Italie)","B3 - Alpes calcaires","","",""
"Campanulaceae","Campanula","persicifolia L.","","","","","","Europe, excepté les extrêmes Nord, l' Islande; et partie de l' Est (région euro- Sibérienne)","98-118s","26/04/2001","J.E.U.de Bruxelles","B3 - Alpes Calcaires","Prairie et bois ouverts.","",""
"Campanulaceae","Campanula","petraea L.","","","","","","S-Alpes, Italie","90-3065s","","JB.Lausanne (Suisse)"," - ","","",""
"Campanulaceae","Campanula","poscharskyana Degen","","","","","","Dalmat","03-1395s","27/03/2006","JBU.Göethe de Frankfürt am Main (Allemagne)","B9 - Carpates-Balkans","","",""
"Campanulaceae","Campanula","punctata Lam.","","","","","","Japon ,Corée, C- & N-Chine, Mandchourie.","95-2675s","12/05/1998","JB.Kyoto (Japon)","D3B - Chine, Japon","Pentes rocailleuses des collines, bords de routes, friches","",""
"Campanulaceae","Campanula","punctata Lam.","","","","","","Japon ,Corée, C- & N-Chine, Mandchourie.","00-492s","21/03/2003","Kyoto Takeda Herbal Garden","D3C - Chine, Japon","Pentes rocailleuses des collines, bords de routes, friches","",""
"Campanulaceae","Campanula","pyramidalis L.","","","","","","Europe","87-1761s","","JB.Sverdlovsk (URSS)","B3 - Alpes Calcaires","","",""
"Campanulaceae","Campanula","pyramidalis L.","","","","","","Europe","01-1105s*","27/03/2006","JBU.Labacensis de la ville Ljubljana (Slovenie)","B4 - Pyrénées Calcaires","","",""
"Campanulaceae","Campanula","rotundifolia L.","","","","","","Montagnes d'Europe","05-2326s*","06/11/2006","JB.Oslo (Norvège)","B3 - Alpes Calcaires","Pelouse sèche, sol rocailleux","",""
"Campanulaceae","Campanula","sarmatica Ker-Gawl.","","","","","","","03-1412s","27/03/2006","JBU.Göethe de Frankfürt am Main (Allemagne)","B9 - Carpates-Balkans","","",""
"Campanulaceae","Campanula","scheuchzeri Vill.","","","","","","Centre et Sud Europe, partie Nord des pyrénées et de l' Est vers l' Ouest.","02-1567s","27/03/2006","Muséum d'Histoire Naturelle de Paris","C7 - Pyrénées siliceuses","","",""
